"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230501-22:06:21-60307)",
9904.59020477844,-70.7563983306479825,10155.48086202238,-67.7101300456720023,18273.06300444163,-61.8322536139509961,7139.09516892796,-68.67202566596000655,11827.77791109648,-65.1146267595800053,15472.85700947657,-70.7529585714469814,10511.64360555629,-70.97933626068399325,11918.74577574287,-71.8317763875199941,10619.99767790701,-68.81570625182197855,7073.65198722455,-74.7806934814520045
10162.17507111965,-72.7210532413929795,12338.19475381187,-70.45691279535998285,18980.03117099944,-61.08777502015499265,7505.80032272204,-63.4317171748149915,12440.74517977825,-61.5494296588800008,15917.57546443166,-69.71381012539998755,11703.89584763866,-81.8021805442199931,12399.03758704729,-82.6780183137749984,11966.62496393927,-70.3557070627309995,8064.93149548787,-72.12433880910998565
10639.17281956002,-75.1710573184840026,16473.84921564848,-75.83950464908198765,21006.91812807482,-75.451172359856997,7796.07373534129,-69.3769058682069894,13925.55925633033,-58.90601603309299585,16122.77828276028,-76.1992572287209951,12185.87505970313,-69.9116223733259969,12866.19081601162,-77.3754729970099785,13080.73970040563,-64.213096509804984,9151.13480664517,-70.82423565250999755
11779.69729702761,-83.0713735275039934,16901.85436861232,-64.27100225122700265,22265.81413322719,-60.64503241062300255,8470.01717956001,-66.67977022235700685,16606.55434607756,-60.25897424047199965,17633.1830989444,-67.37742985453499475,13437.38401414978,-71.4144851478330051,13561.46659699826,-86.46945153877899735,14019.7583039291,-62.6149851920850009,9436.70372464428,-70.4221175962669858
12433.15055425039,-70.41854407862697915,17317.00076059598,-62.24098889140999775,22550.3249649834,-75.4822690788599854,10641.24306091423,-65.591532760983,19506.05299975387,-70.91631977017198065,17961.84515911784,-77.20847342391698455,13681.31368401109,-63.89553528340799435,17267.45723431982,-68.7133122707649873,15201.16370252042,-71.0559370891659793,10444.71726512862,-71.90572468709700585
12741.08934983103,-66.8914377749179889,17549.30612724854,-60.86423503538199475,24834.19590850054,-61.42583386147700235,11363.84530095347,-65.54251851665699725,20143.68471900807,-59.1739207460660023,19521.39643833758,-66.57763523513898435,14246.93660753734,-74.28575859052000375,18491.84026779769,-78.12959827973898515,16522.75380870053,-71.28662922082699505,11036.02005320208,-70.3500279344829946
13239.60568424876,-77.17236445203297965,19085.1709905243,-65.42071479325099375,26991.47237474615,-65.5857331809909849,12731.8993223289,-68.20229986321098155,22495.74060157552,-60.3907099909539935,19814.9388441869,-74.59174801624499165,15308.48992383367,-66.9036233411860051,20608.12411583669,-75.74034823439100675,17011.24309509095,-73.39422826931999535,11630.4860699005,-79.78478845099698415
15197.02407398437,-70.9914460965489976,20591.49365529064,-75.64364580853799655,27402.57493317919,-68.17116150843500555,13161.82152256363,-67.6747577823250023,22917.77598872941,-68.96059409369900075,20459.91468187495,-77.4955524620299909,16493.17607198463,-68.2103307633619804,21826.43689200031,-76.1087993190899963,21973.27583998693,-69.274359945772005,13078.63219385012,-82.73544587267798505
15738.49657015195,-70.1408256948989785,22137.29986420364,-64.06776422622999665,27764.14938284832,-62.2280483956979961,13472.71358566761,-59.44947098007600035,23123.34580003645,-67.25201583797098675,20665.03165488293,-68.1693697899000026,18215.75574758585,-68.7999497021159808,22278.17909818163,-71.6979535896149966,22424.61310913853,-67.8459447815919814,13403.4489984964,-69.0265849295169854
19040.68052010103,-71.9513783136600008,23354.57937110293,-65.81290733108198755,28270.01013275082,-60.5958031654499931,14978.56473125221,-71.43481209629098285,26478.47026296573,-55.2099038290149904,20843.63070045141,-73.0176764081169833,19851.86548567826,-78.4384849953149795,23899.46570337286,-70.78645354979599325,22934.14354397105,-67.514249356536993,18218.14699572389,-73.63339486232098325
20573.68692587298,-69.1663848767420005,23654.8434529575,-60.3107263024160003,29517.9080163386,-66.8699943292990039,15162.53867488264,-61.2024196632490029,28490.56409014833,-59.09544738543399925,21456.881221973,-70.967549843750987,21587.53393768695,-64.90388160157098675,25369.69889831944,-75.96114378528298485,24025.37446306406,-72.5883886508050009,20013.80393706703,-70.99397372951199225
21685.73581222953,-71.40346082795898005,25632.3853919297,-63.3093834710579981,30660.83224156563,-59.6466465461589903,15971.32879865859,-78.38718856640599565,28965.80994301581,-57.62085612554000115,23192.75100029567,-76.44818217418600135,21767.04263367547,-73.2656540890379798,26323.61331918933,-74.32040431409498605,25638.81336667495,-83.12382701631798885,21234.40780892703,-80.62968640164899605
22201.82053792171,-71.5023319842439944,29674.79516196232,-72.11378485408999915,31978.13134478045,-66.33271793854598265,16413.47897309119,-63.53313004582800235,30151.26816506636,-63.61432106735099955,26759.87579958859,-67.47575829934299885,21967.29558859371,-70.0980062261319856,27844.53918806333,-73.9808689869889801,25909.99647872072,-70.73832776517599515,25419.05811689285,-73.93222506167299435
22529.17490388559,-73.3548064091359888,33521.70889003336,-62.765783375496994,32308.65652098247,-72.15921441638798205,17102.99189501276,-64.0864969908169824,30644.39643489499,-68.6427987005489795,27322.25021654024,-79.62493458717798915,22872.60593037915,-68.09488952085499115,28799.769384599,-70.8664509289849886,26260.81996628474,-62.53530011998499535,28658.45623896437,-67.50130154028298065
24224.28526052056,-77.2608248540950055,33977.84897254892,-64.3135609815410018,34607.76472040018,-61.296604962899991,18416.27825035913,-68.5274135453699953,30844.82786684433,-56.2085380442389917,28027.97661521326,-77.22359217570300385,23351.60247245298,-68.36545141998197985,29848.61054960674,-83.6638202670710026,27507.83760249179,-80.8847186417769988,28909.25883542222,-79.9531672307069809
24569.8469972343,-83.05879343218799675,34587.75694805425,-65.23172382418098875,35791.03117952551,-62.50440038488500225,19546.81827798215,-70.1998295922859936,31212.3211700255,-71.0162922211650024,32128.3783005379,-73.7554579918229931,24263.69197318928,-66.5674711858499959,30571.14604112834,-69.73433135769798215,27722.56206322616,-63.25930960852099335,30390.42542040609,-82.7757682975930035
25650.23487280619,-76.58911003356598675,35005.40389951565,-74.3019087361950025,36799.7494844397,-70.2094388433629885,20532.2085225327,-63.38770756808798955,32846.74653901104,-60.6785462161739983,32692.70640376571,-71.9321862365959814,24649.83439862651,-71.07337460481099335,31640.69969619937,-77.78975075030800175,28340.69493577737,-61.71402643284299905,31143.98146042474,-67.48954029956598755
26834.6906388132,-85.22463785108399705,35401.32803765319,-62.3294497672030016,37997.46316168535,-61.34873424405100175,21843.31398619396,-65.0959648256319949,33219.6188148245,-62.32273910887599275,34202.82713455687,-68.3117728156389885,25221.38975459876,-67.63749602277900385,32754.4962525079,-74.37227039584499235,29440.8148295236,-71.18764958883699,31877.91936162039,-70.45669618769500155
27616.32036645375,-77.8412209283490026,36670.29782294461,-61.353590686009994,38991.45024998855,-67.12770171537798065,26246.22837961937,-64.44743217271198415,34287.19310463539,-66.48609311597499505,34512.46815114457,-75.0749838137879803,26946.8217793069,-63.34811010912399335,34644.0435542456,-70.6958497690099816,30051.21219824988,-65.8399976262609809,32703.60668069514,-75.1447724961009836
28121.51208404939,-70.621391422485004,38307.21571390502,-66.73945325080498465,39253.82064069142,-62.1211278536719929,27538.36315491446,-67.9727652673630016,34628.49168974851,-60.49940491042099185,34820.76504197411,-78.47135061389297975,29266.04893940409,-77.8745872623239844,35353.06337173068,-71.1541729348279828,31976.29973383138,-67.6753782845019881,35830.12320014796,-66.0076583280659859
28506.93030374413,-79.1727338909689988,40144.99969604558,-65.65325975345899655,40077.98516668895,-67.37703265679400005,27893.25441178323,-60.37109910496700115,34881.73080941243,-56.3011823620149981,35426.98227431475,-75.00055427278098785,29900.15042033813,-72.94182111346898935,36587.09307653144,-82.0084835134829856,32487.9085207706,-68.4770539628540005,36203.43321811487,-78.0704467222109881
28722.13456863347,-79.8597002372229948,40357.48220918303,-64.3805299255329826,43154.08255802451,-72.3072950190539811,28210.09221432428,-68.138506953407983,35613.4643200092,-64.1161596052039895,36646.5551362342,-79.3654044013910035,30471.33130821761,-63.64617301387499965,38351.63223852295,-79.62534465528997855,33033.03841792734,-68.28612018041499685,36891.55276005289,-69.7252339795510064
32657.75698691433,-70.5898567729889803,41914.73331093823,-61.70978783885199425,44434.75919857589,-59.70748913019599485,28795.0543268165,-67.39529578794397905,36308.26924299977,-64.9095705695089859,37436.41009499959,-75.8351420221689804,32986.7508315421,-69.7948583026540061,38877.02578406016,-75.754683666663993,34005.39682426561,-67.6175597557849809,38208.06091309331,-67.8639623601409878
33006.1532644366,-69.90863551460898835,43197.23507171247,-57.0239811459809969,45182.54053062038,-58.308038237712992,30273.16081755189,-63.8197164782759924,38223.10513185167,-54.02016151801998925,37610.13164711296,-75.6188887282079914,34071.65969875429,-88.3337984075949973,40223.89269061485,-78.5647973261129945,34901.33142206699,-65.86579706127699275,38894.71803581595,-69.1222568718019941
33238.73210063699,-70.4308712254070028,43608.44029924089,-69.08869604763799515,46844.80325671706,-63.96164043426699635,30631.78132581476,-68.2393566998910044,38854.11748257432,-61.9462545692409916,38369.11758542155,-78.02645680617598575,37872.18463708509,-68.8488367262600033,42008.48540238024,-83.2492223296389963,35641.20190681646,-64.83542239505399585,39165.46385298366,-69.1829439446899809
33789.86126015196,-70.0458601499800008,43865.25862598265,-64.38402736002097955,47360.4880732745,-61.58269435178799235,31114.77513806763,-75.67046754839199675,39116.0022725262,-62.18993203996799925,39274.43134871766,-71.12222652410298435,38071.44153312212,-68.5279926982859988,44077.42826525664,-73.5637330873929894,37125.16226760389,-79.382193417620982,39679.36841257072,-69.12481952155698615
35303.18389979567,-71.00001888445399315,44344.23497396585,-70.5685682137579986,47658.83855937823,-72.00583064816498755,32131.88917532874,-61.00820277326400265,41504.94178784888,-61.4466129266619985,41721.26340415046,-71.8577524452879854,38787.34901792695,-66.7303703230699908,44542.53953694614,-78.5792840031180045,37315.34653297333,-73.5582600965950061,40613.83481290625,-71.912658977174004
37288.52367677809,-74.8657954304239863,44683.67888960378,-78.8290170853499885,49454.21255407045,-63.2629483406479946,32546.03372701174,-62.4325343335609941,41991.69848987619,-54.62478853364800075,43164.9045603498,-79.5178062109280004,39133.46680581016,-75.7154398891910031,47801.59032783875,-69.34637778648800555,38055.91240212499,-68.64445033530498075,40910.86101676821,-65.95913930899300205
38565.77752507923,-72.43392182632499015,46164.74180035176,-64.2174194913699805,51153.84101553197,-57.0024233910729945,32917.38078496526,-63.54888460154700155,42932.95738976762,-60.9471948101069925,43502.42784558985,-72.7987072855849814,40375.74730158501,-65.08974435809500375,48237.32976063285,-66.4501978396729951,38603.88990624515,-73.52742930867898935,43323.21459179755,-69.62130751886999715
40467.09295330643,-74.13059998333699215,47545.67342149309,-60.618147272323,51902.27613945459,-61.6677167944079938,33954.73432197786,-62.5381977508789928,45348.9938077789,-58.794654052819993,45323.98926472011,-69.363048017704983,41194.4387426849,-71.66986620354498405,48540.08344844354,-76.92922794699597925,39825.71028356725,-76.08800000620098535,43779.10634151872,-67.78821427572898955
41350.32714412061,-77.89600061016798765,48630.92629881835,-63.70078219603300315,52753.23746191246,-62.1337050519359903,35636.60809491751,-68.31674501348200555,46012.39827673813,-60.0575020217309966,47719.52938782489,-71.5696021292789905,41634.33704999513,-66.92256443952999205,50745.19833105229,-84.544274135520993,42432.99990688468,-71.263474803107982,47459.51225120849,-71.62367633305399265
41941.79101435739,-71.4483561916469793,49885.95523116354,-66.77160054630797935,53113.10044652324,-61.0573206150059915,36787.36088577358,-88.3065402909589919,46387.96320296616,-77.0502385783719885,48132.68008084686,-75.2242711545509903,42414.66287165781,-68.50559258350199315,51254.00533408421,-70.84520467766000665,42982.23736605181,-76.69892332331798435,47835.54553374535,-68.73355546550098415
42803.84562547537,-73.9105962640979894,52958.70208511012,-68.4932335579449895,54398.18792353388,-62.70215312554199705,38179.05552421206,-63.458572851616992,47365.77807135862,-60.60034710796899985,48416.9774691052,-77.99186676799300225,45699.20718752722,-77.38830773166998225,53292.05318044852,-68.10011949741499375,46944.47013999231,-67.946648420987003,52128.02830195442,-69.7949311088559906
43916.84353377541,-76.8030016210599908,53349.21533019511,-61.9913804077039995,55945.78247610391,-66.4945100036310064,39170.92042752984,-66.23620724217698785,50502.41868232453,-58.8770477835289936,48806.92427834571,-75.29129789191199485,46519.21215213569,-85.0805745352350013,53966.61121052411,-80.40538848582198705,47495.33650098831,-67.68735132160600175,53151.1189735872,-75.3859917205950009
44221.8632789777,-71.07424527460599935,53806.65137660304,-60.9831173663500008,57320.5419637332,-65.596157195720991,39843.91479450394,-69.7910067927020063,50684.78583584861,-68.48322149545899125,50399.07379817185,-62.97449760109599,47136.50399914776,-65.1594491892250003,55163.94333785542,-74.4874060522290048,50293.50328617496,-68.49021451599199375,54204.19165915634,-79.85883981218498175
47165.16590242247,-72.9410539320790004,55815.40155663764,-66.84173783952999755,57688.66170427882,-75.18351566886400375,40838.93879545625,-68.2479879902449793,53413.64984306844,-56.64994962560099595,53067.74152422605,-72.81786276245000485,48322.67260131833,-72.674852295303992,55995.54192181072,-88.4348639859709916,50651.2172133662,-65.0762037189749944,54466.24572306897,-74.1266221408660041
48376.96641778415,-68.7297206658009825,56516.1820039699,-82.0192408211949836,57908.73484094992,-67.83366430350798715,44189.28952014273,-64.97645911279099065,54230.54996352402,-57.2941384262639984,53857.83795799278,-72.56883614908898005,50464.72155527086,-69.8185881936389873,56337.10579265811,-72.46595892468798155,51895.38446318477,-71.3852834226619844,55988.48283733282,-67.7635893484009838
48929.49199186288,-91.6966436573519839,57930.1395115627,-64.21366708892099925,59687.1159984639,-59.0399069720169931,44813.82589068467,-77.61830118674200175,54500.50718131606,-56.04759036919699595,54188.31079117723,-76.16138066512698375,51518.85071509796,-68.0827620492910055,57063.77287080076,-76.258591931329988,52188.37647149101,-75.3814301859559916,57108.7353203851,-78.6849769499920055
49536.28583752972,-71.5621060793379795,61472.46995916757,-69.8600890335239908,60179.59245858532,-66.82719016577499335,45028.10968588797,-69.93199813843699505,59520.30489154156,-55.064753735002,54462.60557982568,-68.6896830191499814,52523.85216239086,-75.2562483508409908,57399.14358784242,-75.2513781379239785,52648.44695527489,-72.3332718599060055,58871.26352813076,-71.2360279188879983
50850.41883770403,-77.3768127073929858,62431.39228081452,-67.39815254463198325,60675.70191866638,-63.70820037168599,47274.05468137865,-69.58552447248399605,61702.14563019685,-67.377808789165982,55984.861870356,-65.59733005866698335,52902.4669569806,-69.602066163876003,58345.3353052549,-86.16921187190698065,52940.95047062565,-66.04473711721399785,59445.67734251493,-73.6727788755419791
51108.13517296815,-83.463582139745,65436.46825741931,-61.47525576090899315,61879.63727833763,-76.6452391933150064,48693.63066799372,-66.45348955336598325,64982.80999275932,-55.4553587609789955,56822.75416397693,-68.8989287369779785,57431.16490004246,-72.1372051391300031,58636.86461305198,-73.35710694469199175,55143.42134097831,-70.90839334765900015,59939.29296511497,-67.87820522695398025
53899.64401051005,-67.6030049745109804,65873.63977898537,-61.594213170548002,65639.41558373855,-73.03283461330599355,49850.4423105913,-74.92975200931499535,66853.50796540204,-61.0695703921269908,58260.50864876208,-69.3796113480949825,60486.87757414053,-79.79401814093000635,59085.23427336131,-73.4241150510029851,58548.64467094641,-69.9598701966060045,60208.96739672332,-67.41193377767999065
54103.39388281547,-77.9714159415009928,66237.88352863621,-66.9091798669909961,65943.46896531181,-65.00296166781097875,51297.05164691286,-65.35055556945999885,67479.35085598406,-65.5897737440419914,60673.21635203725,-73.7147939197659805,61266.60350339029,-80.0064880975930063,59513.03142645107,-70.31790842217199585,60526.52447733611,-67.95263220538200225,65973.05631555917,-78.26170193344998415
54435.82976601212,-75.99254380224499505,67072.64905484573,-63.93780883365999985,66316.65803449533,-66.97018937756399715,51682.14817854585,-67.15675243639100215,67749.27711449758,-78.50559530187200565,61229.98532864582,-69.4361564020250055,63685.53532142423,-64.28974601692698325,59690.93502688243,-69.46281793479198515,61430.94617917744,-73.9160325182079984,68434.57026651904,-77.59225760850998165
56258.29734880355,-96.562029573317005,73475.51122029805,-66.3966752251729983,67802.45306079544,-62.12415051045299185,52027.02851298005,-69.82488750656199255,70318.98293492868,-58.27241805992200315,61775.15973584035,-74.0756383479559869,64794.95087814661,-65.21364857636598315,61264.40452677801,-78.0110364179169833,63110.5044462909,-68.34424379202698655,68811.52473958428,-66.70232620030998285
57850.88113662626,-74.15355542905098185,74564.54115559397,-63.40470561625599515,68362.64067993575,-68.46597138741898875,53505.64585933464,-69.44466231840698335,71836.30815219171,-58.6713316457200019,62868.50162943796,-75.4561602580280063,65334.45628351075,-67.61920741499500285,61734.15305349091,-70.9431420135329913,66437.54863370305,-68.37762189857198765,71094.03487660523,-66.5326924930009793
59643.51427226977,-71.72836823718000655,75359.50691147391,-74.06977812685900605,68942.27891889389,-63.78742873913999725,56190.61131423621,-73.73765448993600535,72381.02638573932,-58.933597755151993,63146.34132869929,-76.28722741294097855,65801.14556806103,-69.3635384400539861,63223.88278916785,-83.57094460598000265,66693.31538966962,-63.20325792614799785,72177.35812969732,-65.8411641392189889
60157.88053581445,-72.51307085884099,76503.58270154207,-59.46605078968299515,69795.94773486941,-72.5599410477889816,57098.64448906484,-59.47570440382399655,73131.53135415703,-58.00290781163099025,65040.42458566124,-89.1096259513009838,66127.97245658774,-73.6522450532449963,65654.19293534999,-73.82253220443300235,69315.466543915,-66.7648240892829959,72543.50552088147,-76.05366955940698375
60532.73090462949,-79.27678883010599955,76788.75093153734,-64.20742127707597975,70109.1364245805,-66.8145937059439914,57633.01597464268,-67.9425289754599928,74347.06364282889,-59.19949071204000275,65296.73410791196,-65.89646798182099,67323.21951998153,-82.8553823949710019,66428.01204728627,-76.294401315271983,70015.28050099153,-68.24816376025998435,72776.98254444812,-67.4167259691389799
61622.3110185281,-78.6403850813879895,81563.8061542465,-72.9444026315179879,70286.14618768111,-63.17116544535099335,58312.20818440408,-64.65209021340999105,74742.21255711591,-56.62648994597199685,68374.01712892982,-71.19738437447898565,68281.63768383029,-69.42441885922698905,68608.32024350402,-71.7820076896630039,70875.07459381617,-60.347576057588,73278.11244256035,-74.5148077072499856
63094.33253742973,-74.16243015544100075,83188.93187520464,-64.1308234660440061,70855.84904677379,-60.51425666791399715,58842.11026324553,-63.0216122075359945,75318.08393617757,-61.2198744256020004,68700.67852796788,-69.4708734566619908,68734.59338912466,-65.81349546352700465,68976.26984121982,-72.04646054535399435,71269.5605298299,-66.43030167955899375,74171.66329914272,-70.0236497179419925
64241.38820545804,-103.6899665282300017,84134.72777508834,-65.64625431451898385,71840.36619510806,-77.8733599505629851,59243.94492668864,-70.7364695711409863,75670.07360914974,-57.9301361865699958,69174.49278754048,-69.67401953501399685,70265.41667380869,-66.01773617965099535,73646.94718303435,-76.7124993753579926,71782.80500426497,-63.8186112494109918,74369.26227715289,-76.10419263375499065
66942.69774960578,-75.8372634575100048,84521.40372878556,-64.49832688753198775,72978.91240423121,-63.07329209550699975,60344.90500737707,-70.656708374084985,76578.39984501662,-68.5036749943949983,70093.35393634225,-75.29601786231799535,70980.53226459899,-67.4991110459569936,74519.6689337025,-71.73950304198700655,72202.35107489211,-61.8211656845449934,74608.03445781087,-72.80838612536098205
67222.08339288156,-67.8270515206909861,87782.59051772065,-58.6423566000259908,75085.6028608638,-60.80574727854398955,60985.82519362252,-73.643141720709991,76771.63146900287,-59.94155361428700225,70670.10790645421,-67.2561597639160025,71383.7257923317,-73.2606290222229856,76514.45226152795,-68.08397362138899185,72594.80125030719,-74.4769647082579805,75148.49326057019,-64.78058069218999975
68122.55528953047,-78.92268185300500225,88158.07770402954,-60.4313525830919926,75303.58062215584,-67.0339101889059915,61551.95140246538,-59.5172925029889936,78286.47009690142,-57.9441346081409986,74391.66293617471,-71.71563351871799315,71924.59023032777,-67.8593353347989986,76915.65281989747,-76.40419211216598655,73007.44630067111,-60.1438697010189994,76161.4014210838,-71.42375519012000465
68544.45184492482,-71.60728755025797885,88480.05835706872,-73.9165310625209881,75679.44525577764,-64.26665307432898515,63386.23494148164,-65.9465017949069929,79491.22485005555,-64.69639934036300105,75033.52540813036,-74.6863536675379859,73047.13023345907,-75.66227527403799485,77273.46424614217,-71.15508738346699125,74801.4394018227,-66.91015563426898875,77732.35805687489,-69.732081522192004
70801.57292787186,-88.59126358072398915,89300.28530157301,-62.517628557872001,75856.62924858529,-59.6819959129200013,65547.57365555324,-62.38687352158399315,80219.01191977851,-60.208968685508992,75747.03601958121,-65.7960119228980031,73942.34674402931,-67.38711846288700225,78574.09829042579,-71.34748165053699125,74979.52850803625,-71.09744601989399335,78047.41536677808,-75.48855250024499215
72270.91032798931,-73.989054210631991,89753.19889241868,-76.51168178622600605,77468.61241585879,-59.1918261562919949,66666.16755377967,-64.4741465224549868,80430.2820701425,-64.6733220098520004,78832.46685176228,-74.09810583693499075,76045.59345646825,-84.995354505210997,78838.50950855394,-75.3021457301389883,75406.60040975496,-71.70062282315097925,78359.36451301815,-75.50743190884600125
76145.80010666609,-66.82338706497199585,91399.04474895684,-68.37402897941899455,78128.88530502346,-60.27414756888799705,67024.54081249513,-60.6746081936340003,83223.43775832023,-55.62641623560999415,79183.37710317855,-72.869800734260991,76259.67652877256,-71.15463354956099775,79099.04850768462,-79.87329998403998825,76447.47332809103,-73.04307369800798675,78926.90769933486,-68.5147922866379983
76781.66627921729,-68.04006412934199925,92374.95326874635,-56.6709331229999973,80317.9563350779,-65.2970128873479891,68190.4978346188,-62.29953745741899215,83637.94292809377,-80.26342778713299675,80187.38883871562,-84.3229967774059898,77095.58216747364,-72.16777628062098385,80426.21921432395,-80.01374593164300075,78447.2968952592,-70.64441075795599515,82212.30728840664,-76.0019441506219944
77074.76274168413,-75.8120826319479873,94564.42267294743,-74.67522986397997875,82702.02964038137,-72.61495764173298505,68403.43208263856,-65.96576220423898435,83928.7890822296,-54.8898070762389946,80755.54621885755,-71.4195747424499811,78899.94371327864,-74.0898078396959928,81235.09960345885,-70.6107713228959991,79186.73064533872,-64.55388790945599435,82528.02648841238,-69.83101048266800565
